Brand_BMW,Brand_Ford,Brand_Honda,Brand_Mercedes,Brand_Toyota,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Year,Mileage,Engine_Size,Horsepower,Previous_Owners,Accident_History,Service_Records
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.31204719690286725,0.38361981867486566,0.8596116126675883,-0.708507886729424,0.9737816256825848,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5502511640043025,-1.1876873438175548,1.5167442358248462,1.7284482915052954,0.3906788558127735,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.640768671502874,1.2028752362805457,-0.3725120557522702,-1.4684189530606806,-0.19242391405703774,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.35538057280718,1.171250990085528,-0.5367952115415848,1.606163752095668,0.3906788558127735,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.741270999511479,1.0052709877612689,0.7774700347729306,0.06887239951749369,-0.775526683926849,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.35538057280718,0.13824387035691582,-0.6189367894362422,0.9161295654270556,1.5568843955523959,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7884551311057378,1.5003907791951754,1.2703195021408746,0.1649531090536296,0.3906788558127735,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.640768671502874,-1.0158949460534286,1.023894768456903,1.5362868724330236,-1.3586294537966603,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2648630653086084,-0.39063252536237403,-0.3725120557522702,0.1649531090536296,-0.775526683926849,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.741270999511479,-1.5767911060006266,0.6953284568782737,-0.18443128925959182,1.5568843955523959,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07384322980143194,-1.4550575340514524,0.6953284568782737,-0.725977106645085,-0.19242391405703774,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.1171766057057446,-1.335077998595966,-1.4403525683828144,-0.14075823947043917,1.5568843955523959,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8789726386043093,-1.0305807025790104,1.188177924246217,-1.0054846252956622,-1.3586294537966603,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.35538057280718,-0.6663429871593949,-0.12608732206829865,-0.4726734178679995,-0.775526683926849,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.40256470440143866,-0.2344372952430988,0.9417531905622453,-1.0928307248739675,-0.19242391405703774,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.35538057280718,-1.4613170368328479,-0.7010783673308995,0.8811911255957334,-1.3586294537966603,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31204719690286725,1.382285655286865,1.188177924246217,-1.494622782934172,1.5568843955523959,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.35538057280718,1.0853719876396772,-0.4546536336469275,-0.7347117166029156,-1.3586294537966603,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.026659098207173,0.17466592225525612,-1.7689188799614435,-0.0534121398921338,-0.775526683926849,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.35538057280718,0.6044736489536119,1.188177924246217,1.2305755239089549,0.9737816256825848,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1171766057057446,0.16857838383598678,-1.4403525683828144,-1.3461344136510531,-1.3586294537966603,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1171766057057446,-0.7043471111892966,-0.7010783673308995,1.3091870135294297,-1.3586294537966603,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2648630653086084,-1.5460610744886651,1.3524610800355314,-1.5295612227654942,1.5568843955523959,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.16436073730000336,0.9381532972233924,1.3524610800355314,-0.3765927083318636,1.5568843955523959,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07384322980143194,1.46262740527225,0.12033741161567292,0.49686828745118994,-0.19242391405703774,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40256470440143866,1.4850515580935135,0.28462056740498753,-1.4334805132293584,1.5568843955523959,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.35538057280718,-1.1369406605540977,-0.2903704778576133,1.4838792126860405,0.3906788558127735,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.35538057280718,-1.4627271446022831,-0.7832199452255564,-1.1365037746631201,-0.775526683926849,1.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.8789726386043093,0.7580378243323554,-0.7010783673308995,-1.2413190941570866,-0.775526683926849,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.741270999511479,0.2565725479359902,0.44890372319430216,-0.856996256012543,0.9737816256825848,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.1171766057057446,-0.4366329922311466,0.6953284568782737,0.3658491380837319,0.9737816256825848,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.40256470440143866,-1.6050964400066077,0.8596116126675883,1.0908217645836664,-0.775526683926849,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2648630653086084,-0.31180406176369985,0.8596116126675883,-0.9006693058016957,0.9737816256825848,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7884551311057378,-1.5313753179630833,-1.4403525683828144,0.9248641753848862,-0.19242391405703774,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.16436073730000336,-0.4415339765517448,-0.12608732206829865,0.6366220467764785,1.5568843955523959,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07384322980143194,-0.1338725362716663,-1.604635724172129,-1.1277691647052897,-0.775526683926849,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.640768671502874,1.567130148136374,0.03819583372101597,-0.48140802782583003,0.9737816256825848,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07384322980143194,0.4873315254732086,-0.2903704778576133,0.33091069825240976,-0.775526683926849,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.026659098207173,0.83863752086093,1.188177924246217,0.5492759471981731,0.3906788558127735,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31204719690286725,-1.0938635878414713,-0.6189367894362422,-1.0491576750848148,-1.3586294537966603,0.0,1.0
